,TR_LOSS
0,18.646978110638926
1,7.041248518526846
2,7.585421161939131
3,6.600251219995163
4,5.21906141190715
5,4.728102751000236
6,1.878506983832387
7,3.727319624027711
8,2.9198508790250006
9,2.0604885107259143
10,1.2494358328621589
11,1.2848210568971126
12,1.57373259845686
13,1.4346164385845896
14,1.1475773302234666
15,1.0045931550336176
16,0.5567688806395581
17,0.6666741405709355
18,0.815117845983693
19,0.793612216361618
20,0.6760763323446846
21,0.48074227606041936
22,0.5401653157167668
23,0.46573565285463747
24,0.5052849458083656
25,0.4604321642147604
26,0.3750571979188595
27,0.3744093735207171
28,0.3015732558238279
29,0.3475816374101738
30,0.3475232084678038
31,0.3495434234218065
32,0.3165832470769985
33,0.254853172272808
34,0.26207823914508305
35,0.24937694613684172
36,0.2929790239351198
37,0.29101126188049753
38,0.2864386513347209
39,0.26573775779656233
40,0.22887887321169145
41,0.2265226057926272
42,0.21503216287765708
43,0.2377380965863184
44,0.23341047306787852
45,0.23685412986418425
46,0.21961493314747269
47,0.2145404260685363
48,0.20935087694156046
49,0.2107290739647709
50,0.21298742039905258
51,0.20926087131932655
52,0.20851170821560527
53,0.20247637420851194
54,0.20576189394359762
55,0.2042011873461071
56,0.20752352512488006
57,0.20163657261165469
58,0.19948244650411887
59,0.19409202756939956
60,0.1964294856774908
61,0.1966286314955797
62,0.19965268590459384
63,0.19680351894513362
64,0.1951810064596733
65,0.19119564904270692
66,0.19165193302542244
67,0.1915223131111566
68,0.1932666224141926
69,0.19222744564511324
70,0.19151452646624573
71,0.1899681540581664
72,0.189855618073708
73,0.18974773398292186
74,0.1896297968016887
75,0.1890220563386602
76,0.1881304528418378
77,0.18792935210241563
78,0.1876404852512757
79,0.18788519579499807
80,0.1871410250534746
81,0.18673469614114202
82,0.1859097018388397
83,0.18590899913096262
84,0.1857916183132678
85,0.1857510879144516
86,0.18540137331403275
87,0.18486172662959244
88,0.1846000027826302
89,0.1842803618957032
90,0.18425939156817572
91,0.18393687568447115
92,0.18368304810538666
93,0.18336194367353104
94,0.18310046586540285
95,0.18295141669068243
96,0.1826601474619232
97,0.18245060082561748
98,0.18214710556621097
99,0.1819421689796849
100,0.18176426026153597
101,0.18153292119644399
102,0.1813323022351409
103,0.1810540358307761
104,0.18084421439847786
105,0.18065219696678889
106,0.1804469597937184
107,0.18026046581582927
108,0.18001735792062618
109,0.17980349472455726
110,0.17960424320309773
111,0.17940154667301403
112,0.17922050255921593
113,0.17900807241936695
114,0.17880190328340093
115,0.17861137230426571
116,0.17841369394358716
117,0.1782311181205878
118,0.17803790015540363
119,0.17783901125737983
120,0.17765572891420553
121,0.17746840447054368
122,0.1772836882447413
123,0.1771006675091924
124,0.17691042665940948
125,0.17672996025107413
