,TR_LOSS
0,13.597290498016186
1,6.310246012207888
2,4.988751646664126
3,4.53754442816211
4,3.961457245432862
5,4.21354362997538
6,3.363483369072093
7,3.2243860582890176
8,2.651041465610878
9,2.23733320183307
10,1.7579641509966433
11,1.895365576328392
12,1.257881623010029
13,1.373343538017645
14,1.141226421041472
15,0.9396997606525318
16,0.8523048145055094
17,0.9016054685761675
18,0.7414792058189107
19,0.8705719241846832
20,0.8120112372962309
21,0.7830889377753927
22,0.849195859253616
23,0.7381458458230462
24,0.8033195155501426
25,0.7530798052880587
26,0.7387060952646461
27,0.7354018863317241
28,0.6540908309622339
29,0.6832070908286533
30,0.6153889204658498
31,0.6477092635393193
32,0.6186046620952529
33,0.6224878747333586
34,0.6311994068761234
35,0.6129980172235773
36,0.6381597360012606
37,0.6090415970545753
38,0.6266300155154676
39,0.6027830874144285
40,0.6115540418133149
41,0.600658853797706
42,0.6000657721576259
43,0.5950090925561152
44,0.5879119573003
45,0.5891863115913247
46,0.5810336689125595
47,0.5857402606645966
48,0.5758893556760397
49,0.5807548997410116
50,0.5722955623144621
51,0.5783758101558344
52,0.5712998781823103
53,0.575739216916245
54,0.5690787261185637
55,0.5725480804270284
56,0.5669039745876632
57,0.569237229311268
58,0.5641026252268884
59,0.5661556078188955
60,0.5626059415384187
61,0.564726889592886
62,0.5615639625237884
63,0.5627004923950053
64,0.5598319065277094
65,0.5607616240095946
66,0.5585732364076692
67,0.5591113155073177
68,0.5573859675711437
69,0.5575961491919966
70,0.5564355870285622
71,0.5560839052902571
72,0.5552504112541106
73,0.5545473522215143
74,0.5543312297424854
75,0.5535053855811043
76,0.553474745122208
77,0.5524243310149064
78,0.5523960087120883
79,0.5514570844067093
80,0.5512985088882333
81,0.5505849121397476
82,0.5502377939882243
83,0.5498730772877274
84,0.5493286271300801
85,0.5490905502522498
86,0.54843724962371
87,0.5482332934339849
88,0.5477028744463733
89,0.5473731389399573
90,0.5469887596513668
91,0.546530021088895
92,0.5462610110909767
93,0.5457662331387163
94,0.545470517843183
95,0.5450685654046878
96,0.5447112303234044
97,0.5444161204656311
98,0.5440047100264512
99,0.5437231456970096
100,0.5433609524686187
101,0.5430284119639126
102,0.5427247580559624
103,0.5423566870880283
104,0.542067977749254
105,0.5417330910002051
106,0.5414038497527062
107,0.541110151746392
108,0.5407746639055476
109,0.540480274707876
110,0.5401739608597952
111,0.5398532893447429
112,0.5395651455209757
113,0.5392505981712463
114,0.538942182554235
115,0.5386451853432109
116,0.5383285403922426
117,0.5380264179569868
118,0.5377194712698218
119,0.5373990598184119
120,0.5370893475726597
121,0.5367672650789432
122,0.536435521290338
123,0.5361064966772564
124,0.535760673297016
125,0.5354025751311268
126,0.53503410713865
127,0.5346396403474672
128,0.5342226993772295
129,0.5337782231085033
130,0.5332905287999927
131,0.5327571169051293
132,0.5321683524974665
133,0.5315160153942089
134,0.5308135387369597
135,0.5301019407778282
136,0.5294796161241705
137,0.5290520623329754
138,0.528764914226378
139,0.5282543394037926
140,0.5272570204902831
141,0.5260602950375651
142,0.5249855649204423
143,0.5239819968692232
144,0.5228671489454599
145,0.5215592996934806
146,0.5201081859737874
147,0.5186345184838268
148,0.5171790451456338
149,0.5155352369378476
150,0.5136439028533888
