,TR_LOSS
0,8.548870345582465
1,3.5743280930182504
2,3.2213764105882894
3,2.80665507226256
4,2.835458191702647
5,2.686469927301527
6,2.67657888473908
7,2.5734074049973974
8,2.53346083532621
9,2.4992879145706848
10,2.4098522000306
11,2.374353509534717
12,2.227628182912733
13,2.070801071757472
14,1.753679475626456
15,1.331307648850024
16,1.0397882650626908
17,1.4535036553098357
18,3.3415935951980704
19,1.251689294504825
20,2.156401584846488
21,1.0925066936745176
22,1.0668321871376778
23,1.5409502709773708
24,1.300828729328828
25,0.9579934242529348
26,1.1397367107632097
27,1.3766099038845818
28,1.1861156021149055
29,0.9998269213584107
30,1.1149133821625248
31,1.1946914604686114
32,1.0060767168223719
33,0.8540541185838043
34,0.9727894041660313
35,0.9926002357470896
36,0.8088109759596775
37,0.8252893303053559
38,0.9209056658881348
39,0.8149941191605038
40,0.7732464120811063
41,0.8786957167326198
42,0.8113897586863975
43,0.7564505443112964
44,0.820363182329778
45,0.7816284141790718
46,0.7209123979106986
47,0.7617502696167225
48,0.7598321352987885
49,0.7159305509183164
50,0.7385573975652061
51,0.7575881781172747
52,0.7281038842919215
53,0.725655580097655
54,0.7478963559053687
55,0.732152717414875
56,0.7158557559834205
57,0.7288378144589992
58,0.723518179214162
59,0.7041091728464116
60,0.7103474024161821
61,0.7125663398709675
62,0.6981278798561039
63,0.7028378081167843
64,0.7074161980207644
65,0.6971776534931086
66,0.7004177971136946
67,0.7034970290558566
68,0.6950058027442764
69,0.6972253563675789
70,0.6980258365707843
71,0.6913110126044495
72,0.6932271072559915
73,0.6934606938625498
74,0.6890577322388035
75,0.6912181103601464
76,0.6910016245618424
77,0.6878144493066211
78,0.6893833323884531
79,0.6884002319601649
80,0.6860109687821364
81,0.6871498041641833
82,0.6857203762525318
83,0.6842402212717691
84,0.6851112950326474
85,0.6836208024217764
86,0.6832192101108928
87,0.6837449291883078
88,0.682407191291199
89,0.6825326916307868
90,0.6822732274887502
91,0.681148844411005
92,0.6813321271031081
93,0.6805753879474801
94,0.6800010756940392
95,0.6800483382579853
96,0.6792374371997243
97,0.6791002733262431
98,0.6788557409876301
99,0.6782530470655147
100,0.6782304219838688
101,0.6777270986826359
102,0.6773612769086926
103,0.6771754595062529
104,0.6766271105213444
105,0.6764447761740927
106,0.6760922329960731
107,0.6757166192337448
108,0.6755416340317353
109,0.6751201346443428
110,0.6748924859352028
111,0.6745890956498685
112,0.6742322127412602
113,0.6740062981769035
114,0.6736276842577247
115,0.6733674733671537
116,0.6730673745296255
117,0.6727445718827757
118,0.6725015816060752
119,0.6721676456700626
120,0.6719086505380072
121,0.6716103532327619
122,0.6713073343413615
123,0.671039048452677
124,0.6707177588198437
125,0.6704470597328844
126,0.6701419341411013
127,0.6698515717478755
128,0.6695692383786441
129,0.669263875343893
130,0.6689866754589207
131,0.6686799369336425
132,0.6683918011408757
133,0.6680927976084893
134,0.667791233318639
135,0.6674979301267898
136,0.6671887723509896
137,0.6668937647611747
138,0.6665843122547019
139,0.6662820362540016
140,0.6659736761141615
141,0.6656615440703291
142,0.6653513225630069
143,0.6650314598495021
144,0.6647163163416936
145,0.664391405665891
146,0.6640687064195778
147,0.6637396986067935
148,0.6634084888550218
149,0.6630743751340875
150,0.6627342497463719
151,0.662393042581217
152,0.6620444437222603
153,0.6616946065884383
154,0.6613375004407709
155,0.6609777691880004
156,0.6606120545913444
157,0.6602420395402008
158,0.6598667992007361
