J0,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,ThetaXHG,ThetaYHG,ThetaZHG
0.0361128731802371,0.6531293544196195,0.6492704485455034,1.0875226790805528,-0.007357637791589022,0.783875158558173,0.5050807641260359,1.31107828512205,0.0014444776832920816,0.03780536068822292,0.7341067864659447,0.2378790530535346,1.4879565835823279,0.23588496875384476,-0.2930673305174711,1.66269853362021,-0.0001926618883152496,0.0,-0.0
0.03667324132103959,0.6533506046735256,0.649540611918972,1.0876828521558055,-0.00682342716309278,0.7836211525240245,0.5048329544647108,1.3109365479249977,0.0014444776832920816,0.03780536068822292,0.7341067864659447,0.2378790530535346,1.4882022869525613,0.23594812543927504,-0.2931092443604568,1.6627178906121132,0.0036296981595902063,0.0,-0.0
0.03698821200932274,0.6534753440212757,0.6496920736020926,1.0877723959855414,-0.006523144519457605,0.7834786866830145,0.504693300319793,1.3108563722760647,0.0014444776832920816,0.03780536068822292,0.7341067864659447,0.2378790530535346,1.4883404018339843,0.2359836224596245,-0.2931327873639617,1.6627286561400014,0.009205812380692008,-0.0,0.0
0.03730210060673672,0.6535998672691492,0.649842795789967,1.0878613600865712,-0.0062238853618158795,0.7833368814630116,0.504553921072544,1.3107761872141426,0.0014444776832920816,0.03780536068822292,0.7341067864659447,0.2378790530535346,1.4884780480745372,0.23601899643121588,-0.29315624061054407,1.6627393204779615,0.009205812380692008,0.0,0.0
0.037659262571720045,0.6537417984035537,0.6500140483737723,1.0879622805059834,-0.005883360442061231,0.7831757208535798,0.5043950943553218,1.3106846245321755,0.0014444776832920816,0.03780536068822292,0.7341067864659447,0.2378790530535346,1.4886346771934567,0.23605924589555188,-0.2931829171130544,1.662751382216655,0.00886491573099472,0.0,-0.0
0.03792080762544099,0.6538459333457055,0.6501392473578415,1.0880359262557444,-0.005633990774232628,0.783057866917501,0.5042785940146647,1.3106173050246464,0.0014444776832920816,0.03780536068822292,0.7341067864659447,0.2378790530535346,1.4887493802333787,0.23608871902422615,-0.293202443588538,1.6627601542011066,0.013678739167591195,-0.0,0.0
0.03801145654304436,0.6538820763871874,0.6501825875329617,1.0880613859414823,-0.005547559767245425,0.7830170610170397,0.5042381670139012,1.3105939043650403,0.0014444776832920816,0.03780536068822292,0.7341067864659447,0.2378790530535346,1.488789136589111,0.23609893385761915,-0.29320920914492593,1.6627631790849362,0.019196480098576562,-0.0,-0.0
0.03797663258516675,0.6538681847920657,0.6501659448389435,1.088051613952535,-0.005580763620761339,0.7830327316589833,0.5042537041138749,1.3106029031397144,0.0014444776832920816,0.03780536068822292,0.7341067864659447,0.2378790530535346,1.488773863479367,0.23609500973137434,-0.29320661035165696,1.6627620190869299,0.024497465303567265,0.0,0.0
0.03775833595795722,0.6537811205910535,0.6500616019976415,1.0879903365958412,-0.005788903872649022,0.7831309774526242,0.5043510838491684,1.3106592907089603,0.0014444776832920816,0.03780536068822292,0.7341067864659447,0.2378790530535346,1.488678123287546,0.23607041096461456,-0.2931903189370514,1.6627547426136269,0.03297533844447828,0.0,0.0
0.037632493629890296,0.6537309893207062,0.650001390178183,1.0879549362579468,-0.005908889045540614,0.7831876612305373,0.5044071637933206,1.3106917174231647,0.0014444776832920816,0.03780536068822292,0.7341067864659447,0.2378790530535346,1.4886229332098753,0.23605623011499274,-0.29318092489768693,1.6627505300733996,0.028857210160336513,0.0,-0.0
