,TR_LOSS
0,20.369562630753506
1,7.093137410234155
2,8.80734495760927
3,6.416155736170801
4,7.083236729064668
5,7.120704682044521
6,6.30491010746455
7,5.845292595328088
8,5.943311651093118
9,5.913062962214195
10,5.44203317143913
11,4.87140635623628
12,4.353423466750603
13,3.498341265750999
14,2.04740910842256
15,0.7711019541524888
16,1.060726991716567
17,2.015535127010692
18,1.5294729105304554
19,0.7270882992405503
20,0.35682099929147937
21,0.3126228060854079
22,0.4239234974194093
23,0.5404806761052471
24,0.5957526613300315
25,0.5857666719221187
26,0.5023377130383452
27,0.3701794985514872
28,0.27699620643840633
29,0.2600540255218518
30,0.2730556013203257
31,0.28944060546988465
32,0.2648543324621268
33,0.2173977363284591
34,0.16435802835879312
35,0.11985486866118125
36,0.11645711983523731
37,0.13589285903047255
38,0.1688288879911015
39,0.18009661613124697
40,0.17571492062498453
41,0.16356309181200865
42,0.14548444072830166
43,0.12966254906072278
44,0.11819236051707903
45,0.1213540686930639
46,0.12236454098107785
47,0.11891377916729824
48,0.10726288326121743
49,0.10005742627168657
50,0.0938352559209455
51,0.09302204997494169
52,0.09427975827680285
53,0.09905797434904487
54,0.0991172988128423
55,0.09614154032285034
56,0.09061928067073524
57,0.08763745286241933
58,0.0850730535369023
59,0.08512265389517212
60,0.08586707866129162
61,0.08707280618220319
62,0.08534022873687548
63,0.08334578460205122
64,0.08163417499455368
65,0.08147448144854987
66,0.08127596732402582
67,0.08174666232160735
68,0.08162965315171088
69,0.08047480391315466
70,0.07864971725667376
71,0.07737924220864786
72,0.07705860480122388
73,0.07689621621446288
74,0.07725937723894306
75,0.07731926166010696
76,0.07695259036029148
77,0.0763344918573859
78,0.07598123619759946
79,0.07602253171971018
80,0.07589571180125503
81,0.07578416225346761
82,0.0754467245487954
83,0.074788670249485
84,0.07429266113005482
85,0.07401454255226037
86,0.07391582594823817
87,0.07388233270313152
88,0.07377117161816774
89,0.07357688715382908
90,0.07330871443492648
91,0.07312064207021528
92,0.07305167540066737
93,0.07293846552016275
94,0.07278344759547034
95,0.07259190472552476
96,0.07231830853635851
97,0.07209323989768603
98,0.07197197647867126
99,0.07185087160427849
100,0.07171827657982068
101,0.0715811161402592
102,0.07140026603941772
103,0.07122424772991359
104,0.07110128833224925
105,0.07098482289287175
106,0.07084819349161177
107,0.07070275768116177
108,0.07054598388850619
109,0.07039427050130385
110,0.07026649705313344
111,0.07014928388951999
112,0.0700288552795049
113,0.06989696128717515
114,0.06975235753327687
115,0.06961592151426013
116,0.0694945941611317
117,0.06937171551690004
118,0.06924384070587418
119,0.06911414966794688
120,0.06898303578335248
121,0.06885871136423909
122,0.06874162062880654
123,0.0686239035949799
124,0.06850515808410994
125,0.06838501891940856
126,0.06826376942579579
127,0.06814624160455651
128,0.06803084521864983
129,0.06791408372178391
130,0.06779671455513638
131,0.06767883811078992
132,0.06756265077381443
133,0.06745016726584097
134,0.06733864254014749
135,0.06722670849399447
136,0.06711458153850955
137,0.06700237296818723
138,0.0668919501424316
139,0.06678317224495342
140,0.06667444239924107
141,0.06656621248899973
142,0.0664592480060205
143,0.06635576215485434
144,0.06625994343748037
145,0.06617987665278857
146,0.06613797124366529
147,0.06619869558853467
148,0.06653849441338085
149,0.06769440648630859
150,0.07119299875262586
151,0.08197400877339585
152,0.11189224691594489
153,0.1908398149431311
154,0.29803616077080386
155,0.329854954066694
156,0.13744978910082853
157,0.08695718148738728
158,0.2086704601108201
159,0.12356272875419587
160,0.0835789657948439
161,0.16329223122216852
162,0.085155675566818
163,0.10313793524149602
164,0.12677157404858913
165,0.06960487320833415
166,0.11701853337008239
167,0.08433093299291845
168,0.08436097557221972
169,0.10074995240407862
170,0.06800654736186179
171,0.09591068772330742
172,0.07325245235308477
173,0.0786268645100387
174,0.08473722429282926
175,0.06731476336886179
176,0.08475988144354284
177,0.07027615422261034
178,0.07401930062507012
179,0.07731741747365967
180,0.06685345432478437
181,0.07697158788041128
182,0.0682550103663993
183,0.07047790011891807
184,0.07221123493895092
185,0.06589757577911226
186,0.07194159258987895
187,0.0668788752231748
188,0.06773609754178699
189,0.06925851745792005
190,0.06514278494709072
191,0.0686513598949922
192,0.06606231014508929
193,0.06598944067995233
194,0.06740316722161395
195,0.06467884940423506
196,0.0665430380827713
197,0.06557900044920416
198,0.06467801163058912
199,0.06606358515785449
200,0.06440054639864407
201,0.0647971928264429
202,0.06513125673377991
203,0.06389084487988023
204,0.06466509362463262
205,0.06433329667703634
206,0.06366365361593719
207,0.06431340338624306
208,0.06378226485607234
209,0.06348105287264719
