ThetaXHGdeg,ThetaXHG
-9.14391901445195,-0.159591493337901
-8.88174029631537,-0.15501561147776
-8.74953963727593,-0.152708274704215
-8.5040783418989,-0.148424166913676
-8.11733429494426,-0.14167420993183
-7.84361644925172,-0.136896932303029
-7.50450870298371,-0.130978385611635
-6.97411553493248,-0.121721278499057
-6.61144900640883,-0.115391553489542
-5.87785405578229,-0.102587906225103
-6.24878247788519,-0.109061828480026
-5.14357231400223,-0.089772272193763
-5.52349022031236,-0.096403090546158
-4.422165526381,-0.077181348503537
-4.79807556431614,-0.083742216356802
-3.42318223419884,-0.059745800882545
-3.90787183095384,-0.068205230196084
-2.30881802822832,-0.040296476421988
-2.78133034183785,-0.04854337205069
-2.07740340906012,-0.036257529380254
-2.08154164147019,-0.036329755161022
-2.0338761983018,-0.035497836238312
-2.18871603239465,-0.038200301156474
-2.70729289550783,-0.047251174842463
-3.06991862455701,-0.053580187766816
-3.43254435360619,-0.059909200691169
-3.79517008265537,-0.066238213615522
-4.21413308602897,-0.073550497468435
-4.76276070491809,-0.083125855785427
-5.42563268080691,-0.094695154283887
-5.91594036519581,-0.103252637724303
-6.45163746492755,-0.112602315908006
-7.05505715899705,-0.123133976340896
-7.53672668798662,-0.131540695528294
-8.00374467236814,-0.139691697021779
-8.48917341960221,-0.148164026944845
-4.49836262489273,-0.078511238753033
-8.34085654720194,-0.1455754091852
-7.84602750390942,-0.136939013145252
-7.65168872717048,-0.133547161626859
-7.30515431085049,-0.127498995090598
-6.8335613453989,-0.119268145114224
-6.43024494048282,-0.112228945921132
-5.91366375452063,-0.103212903372235
-5.23219557245366,-0.091319039847586
-5.61692101683831,-0.098033765568296
-4.71015269684303,-0.082207672831601
-4.37495781445948,-0.076357418498173
-3.90824881809791,-0.068211809862986
-3.40779267243047,-0.059477202359248
-2.99149523472195,-0.052211441403619
-2.18376763899162,-0.038113935398907
-2.64117054722411,-0.046097122155761
-1.57447644721905,-0.027479797999075
-1.11575979590877,-0.019473682099988
-1.24727010193583,-0.021768969940466
-1.69548768848366,-0.029591842591068
-2.33218252727221,-0.040704263858383
-2.94471863724728,-0.051395035764806
-3.3403307414018,-0.058299769543045
-3.73582044713292,-0.065202367065796
-4.11494956360339,-0.071819418438383
-4.52692225701857,-0.079009698366787
-4.98838471296037,-0.087063737597311
-5.30150027974569,-0.092528635176963
-5.72591681287284,-0.099936101079931
-6.20794220394524,-0.108349031232358
-6.6255112252746,-0.115636985508886
-7.14737458319758,-0.124745219350155
-7.71488439315255,-0.134650134071237
-7.95659602254298,-0.13886879784446
-8.35362736555927,-0.145798302013709
-8.83067930069433,-0.154124428984826
-9.20954322058077,-0.160736851803857
-9.13647952170799,-0.159461649694841
-8.90845941881532,-0.155481948138628
-8.72422064912192,-0.152266374997654
-8.51878946669188,-0.148680924477985
-8.30393943415666,-0.144931084012229
-7.9271667787614,-0.138355160644099
-7.44898061823619,-0.130009237705464
-6.8456216700509,-0.119478637488261
-6.26038992837062,-0.109264416708759
-5.78335955867206,-0.100938666125514
-5.30460417822618,-0.092582808425095
-4.58561910094957,-0.080034151553912
-5.72414203573359,-0.099905125375362
-3.69107702346911,-0.064421447004248
-4.10681460172247,-0.071677436569037
-2.93166280541832,-0.051167168512804
-3.30097964827984,-0.057612963403808
-5.04817634278953,-0.088107298402963
-2.31181678960153,-0.040348814681432
-1.55628532153737,-0.027162302961286
-1.94921146028958,-0.03402015779966
-0.99620101593513,-0.017386987739781
-0.474427028289547,-0.008280313704105
-0.711763399751593,-0.012422614820854
-1.22255242032216,-0.021337565012847
-1.64014184138875,-0.028625875331956
-2.00276757043793,-0.034954888256309
-2.36539329948711,-0.041283901180662
-2.72801902853629,-0.047612914105015
-3.12361073295358,-0.054517291840673
-3.60161737579114,-0.062860081604593
-4.07962401862869,-0.071202871368513
-4.66747644655214,-0.08146283175162
-5.2278572283355,-0.09124332145864
-5.72784118808513,-0.099969687763429
-6.30739092295485,-0.110084738815966
-6.83211976396779,-0.119242984771816
-7.4280504878354,-0.129643938017099
-7.89636317553996,-0.137817536346407
-8.30513719015704,-0.144951988798071
-7.9955956573349,-0.139549469878654
-7.49526082210487,-0.130816979641467
-6.90312444936254,-0.120482250316297
-6.44963829067875,-0.112567423735043
-6.26993700539554,-0.109431044636786
-6.16271695791632,-0.107559701784129
-5.80674737170136,-0.101346860467716
-5.19126825963486,-0.090604723484904
-4.68016508311091,-0.08168429023716
-4.21964237506429,-0.073646652701545
-3.7151976727731,-0.064842431752322
-2.5549884573282,-0.044592960930828
-3.10993610909523,-0.054278624630373
-1.59751999039715,-0.027881983698859
-2.07003230400669,-0.036128879327561
-0.983406300742756,-0.017163677832819
-0.476472830509174,-0.008316019688682
0.04561084457592,0.000796059412465
0.566320937354012,0.009884164979808
1.00813681436171,0.017595306721179
1.35375079453776,0.023627408616173
1.68373694401456,0.029386753410522
1.36115997910069,0.023756723281684
0.984148355354986,0.017176629129032
0.802188527735302,0.014000831030707
0.748601332273068,0.013065558032981
0.435995758918567,0.00760956151786
0.071464111562214,0.001247284043773
-0.36513106469288,-0.006372739280203
-0.980414339281953,-0.017111458254235
-1.54350148620485,-0.026939182943701
-1.9473550842014,-0.033987757924766
-2.37855792991464,-0.041513667326431
-2.76730212253414,-0.048298533435648
-3.21226119105466,-0.056064534217939
-3.68604508828503,-0.064333623167539
-4.22324360867711,-0.073709506085223
-4.84951554172221,-0.084640013329689
-5.43952490186241,-0.094937619281721
-5.96855128751905,-0.104170871541354
-6.38878587451348,-0.111505348715165
-6.64105129177101,-0.115908210835227
-6.91552748960005,-0.120698724205699
-6.47044602265614,-0.112930587167921
-6.03920723454873,-0.105404050453137
-5.94207650853839,-0.103708799479404
-5.70542867677876,-0.099578515647493
-5.36707863503654,-0.093673193394831
-4.92234817309517,-0.085911182550039
-4.4690219742557,-0.077999147794739
-3.93981328618538,-0.068762713757753
-5.45272761179944,-0.095168050040308
-6.06420565540336,-0.105840355204849
-6.57788463874857,-0.11480574476252
-6.74829044376605,-0.117779887124587
-7.16577786614648,-0.12506641723079
-7.75067913208359,-0.135274870120475
-8.12965185056861,-0.141889191833272
-7.83916639228681,-0.13681926415709
-7.78273197635652,-0.135834297787667
-7.605557344242,-0.132742017106259
-7.38847499760389,-0.128953215409468
-6.12840136183732,-0.106960781647766
-6.66867706925908,-0.116390371610817
-7.03130279830826,-0.12271938453517
-1.65776721435784,-0.028933496122159
-1.89959929933956,-0.033154262242053
-2.25664910021179,-0.039385956860863
-2.73465574304935,-0.047728746624783
-2.9874764864871,-0.052141301015112
-3.33903195813131,-0.058277101498705
-3.81154427174085,-0.066523997127407
-4.28405658535039,-0.07477089275611
-4.43797940268382,-0.077457352712524
-4.85825478915272,-0.084792541971498
-5.3115369504642,-0.092703808126939
-5.52585658983136,-0.096444391485583
-5.88848231888054,-0.102773404409936
-0.679695012821727,-0.011862915883124
-1.16869031411532,-0.020397493917479
0.168106409578229,0.002934010340846
-0.25097413513847,-0.004380324995512
0.734985964794303,0.012827925041608
0.766333561008613,0.013375043808133
1.90952123570652,0.03332743269983
1.35443078577886,0.023639276702215
1.16754199307732,0.020377451934496
2.05372989245294,0.035844348569933
1.9671767216226,0.034333710760902
1.50703442010457,0.026302712571708
1.08675903363567,0.018967523312734
0.596451349246768,0.010410039872319
0.279215035540433,0.004873221691254
-0.132839256823674,-0.002318482407475
-0.60250240713304,-0.010515650755663
-1.02831292230443,-0.017947446235017
-1.5831585753853,-0.027631329721656
-2.20943050843041,-0.038561836966123
-2.66685381640013,-0.046545379765559
-3.18845469770405,-0.055649032525616
-3.83932055395695,-0.067008784706041
-4.29106049513363,-0.07489313404234
-4.79618858862211,-0.083709282418036
-5.1555279200031,-0.089980936882549
-2.74107486036525,-0.047840781357018
-3.21358717397478,-0.05608767698572
-3.41146462513236,-0.059541290023874
-3.81246905982873,-0.066540137724424
-4.25205619754463,-0.074212380626984
-1.73205625744707,-0.030230084522222
-2.23002064321066,-0.038921202611468
-1.33436338009481,-0.023289034400695
-0.72954497642292,-0.012732961879964
0.05371634016973,0.000937526998083
0.55334670447399,0.009657721898131
1.37405079972181,0.023981710544807
1.65823727247363,0.028941700183955
1.88827053800636,0.032956538056616
1.6673763547539,0.029101207260357
1.29255158283954,0.022559280872414
0.843492167135246,0.014721715531292
0.439801767036562,0.007675988890877
-0.058706611719897,-0.001024623667202
-0.540732002792304,-0.009437553819629
-1.08457267762736,-0.018929364201769
-1.67458203776755,-0.0292269701538
-2.33381994618076,-0.040732842209571
-2.81513950634492,-0.049133453288687
-3.17776523539409,-0.05546246621304
-3.53489663521526,-0.061695585002175
-4.06776497138406,-0.070995891947945
-4.47986006322263,-0.078188308131836
-4.85890758074417,-0.084803935334098
-5.17753787649474,-0.090365083091549
-5.57177639834226,-0.097245843335984
-6.07028477709872,-0.105946455894063
-6.59491161942549,-0.115102921637006
-7.02189171953156,-0.122555130224352
-7.44649033920215,-0.129965774137027
-7.81391831750508,-0.136378602122359
-8.35285036223445,-0.145784740747392
-8.71896334541223,-0.152174617738143
-8.62145959563535,-0.150472856271496
-8.28896019853148,-0.144669647031137
-7.83306687085421,-0.136712807425295
-7.25608070296341,-0.126642499057136
-6.6494251572413,-0.116054362358802
-6.08265284635811,-0.106162319424754
-6.31575073527283,-0.110230645065764
-6.50067843323506,-0.113458242273338
-6.32981023417363,-0.110476029612763
-5.85959629095898,-0.102269248114882
-5.46694214870321,-0.095416140510925
-4.96074306901001,-0.086581299899713
-4.49743239687492,-0.078495003211328
-3.9310187328006,-0.068609219844946
-3.46504340165542,-0.060476416083392
-3.07098757078801,-0.053598844398073
-2.70175776680535,-0.047154568622083
-2.33080894496521,-0.040680290324578
-1.96264808721355,-0.034254671179845
-1.53124124412798,-0.026725201352368
-1.14821286359788,-0.020040094983536
-1.14057753337649,-0.019906833331695
-1.09762151526069,-0.019157109382028
-1.0852767599867,-0.018941652757144
-1.0425655387177,-0.018196201318452
