HG_J0,HG_J1,HG_J2,HG_J3,HG_J4,HG_J5,HG_J6,HG_J7,HG_J8,HG_J9,HG_J10,RH_J0,RH_J1,RH_J2,RH_J3,RH_J4,RH_J5,RH_J6,RH_J7,RH_J8,RH_J9,RH_J10,RH_J11,RH_J12,RH_J13,RH_J14,RH_J15,ThetaX,ThetaY,ThetaZ
0.5199999809265137,0.7299324870109558,0.5758771896362305,0.4050000011920929,0.7087336182594299,0.6766666769981384,0.5525971055030823,0.3799999952316284,0.4896521270275116,1.0,0.12460733205080032,-0.0238952025378977,0.5986406636166448,0.6876527284376235,1.1211323104993625,0.01442644105270234,0.7464564844522521,0.5021041269170043,1.369124431806843,0.0009764141718996953,-0.17923800466046175,0.6957200361268296,0.0,1.4889349434616475,0.23628610451212878,-0.2922124152310033,1.6892790019605166,0.0,0.0,0.0
0.5189999938011169,0.729682445526123,0.5758771896362305,0.40666666626930237,0.7087336182594299,0.6783333420753479,0.5525971055030823,0.3799999952316284,0.4896521270275116,1.0,0.12460733205080032,-0.02391983926372978,0.5986347897709031,0.6876412429522337,1.1211244812682608,0.014405296847491159,0.7464666889808853,0.5021163952648308,1.3691324182720983,0.0009764141718996953,-0.17923800466046175,0.6957200361268296,0.0,1.4889222186541153,0.23628276775900894,-0.29221026231729724,1.6892780829147145,0.0017361260921776548,0.0,-0.0
0.5199999809265137,0.729682445526123,0.5754386186599731,0.40666666626930237,0.7087336182594299,0.6766666769981384,0.5525971055030823,0.3799999952316284,0.4896521270275116,1.0,0.12460733205080032,-0.02395231200844408,0.5986266771121189,0.6876254976607231,1.1211137686951282,0.014376382140706703,0.7464806449650189,0.5021331708329984,1.369143337694045,0.0009764141718996953,-0.17923800466046175,0.6957200361268296,0.0,1.488904817517337,0.23627820472940247,-0.29220731811381906,1.689276825385726,0.0012154642820727465,-0.0,0.0
0.5199999809265137,0.7294323444366455,0.574999988079071,0.40833333134651184,0.7087336182594299,0.6783333420753479,0.5539066195487976,0.3799999952316284,0.4896521270275116,1.0,0.12460733205080032,-0.024144160277192014,0.5985787590241145,0.6875324631944943,1.1210504646455217,0.0142055542747948,0.746563107219926,0.5022322694416039,1.3692078328186552,0.0009764141718996953,-0.17923800466046175,0.6957200361268296,0.0,1.488802012067721,0.2362512462340499,-0.29218992302798646,1.689269389987339,0.006327449472423631,0.0,0.0
0.5189999938011169,0.7291823029518127,0.5745614171028137,0.40833333134651184,0.7087336182594299,0.6800000071525574,0.5539066195487976,0.3816666603088379,0.4896521270275116,1.0,0.12460733205080032,-0.023421333402286464,0.5987703088428206,0.6879015844645221,1.121301156143475,0.014847086568905281,0.7462531950050713,0.5018603625828769,1.3689659971128307,0.0009764141718996953,-0.17923800466046175,0.6957200361268296,0.0,1.489188083471479,0.2363524903672979,-0.2922552658102695,1.6892974446110671,0.007281841554861886,0.0,-0.0
0.5189999938011169,0.7294323444366455,0.574999988079071,0.4050000011920929,0.7087336182594299,0.6800000071525574,0.5534700751304626,0.3866666555404663,0.4896521270275116,1.0,0.12513089179992676,-0.02352446459454485,0.598744075220773,0.6878510718361175,1.1212668649257362,0.014758857464732437,0.7462956975515636,0.5019116401557241,1.3689994482577965,0.0009764141718996953,-0.17923800466046175,0.6957200361268296,0.0,1.4891349837677328,0.23633856813103565,-0.29224628794769364,1.6892936542115986,0.0037836781889330857,-0.0,-0.0
0.5199999809265137,0.7294323444366455,0.5754386186599731,0.4033333361148834,0.7087336182594299,0.6800000071525574,0.5530335903167725,0.38999998569488525,0.4896521270275116,1.0,0.12513089179992676,-0.023548618153639064,0.5987380229933933,0.687839378627593,1.1212589195749076,0.014737351036200863,0.7463060618291207,0.5019241350555146,1.3690075957633308,0.0009764141718996953,-0.17923800466046175,0.6957200361268296,0.0,1.4891220404918293,0.23633517443561705,-0.2922440992445428,1.6892927279998005,0.001138801230072135,-0.0,-0.0
0.5199999809265137,0.7301825284957886,0.5758771896362305,0.40166667103767395,0.710917055606842,0.6800000071525574,0.5530335903167725,0.40833333134651184,0.488331139087677,1.0,0.12513089179992676,-0.023492484361992493,0.5987529618672705,0.6878679795565227,1.1212783075619148,0.014787169413868928,0.7462820513302139,0.5018951938091913,1.3689887261771507,0.0009764141718996953,-0.17923800466046175,0.6957200361268296,0.0,1.4891520227571695,0.23634303576440913,-0.292249169410326,1.6892948748005912,-0.0019364069675811158,0.0,-0.0
0.5189999938011169,0.7301825284957886,0.5771929621696472,0.40166667103767395,0.7113537192344666,0.6833333373069763,0.5534700751304626,0.4266666769981384,0.4456186592578888,1.0,0.12513089179992676,-0.022436119302164194,0.5990215349613826,0.6883855163934647,1.1216297228790202,0.015690898125478137,0.745846584544995,0.5013700828742728,1.3686462704286901,0.0009764141718996953,-0.17923800466046175,0.6957200361268296,0.0,1.489695918144645,0.23648564257235555,-0.29234113771913905,1.6893337647500948,-0.0009018712069020394,0.0,-0.0
0.5189999938011169,0.7301825284957886,0.5776315927505493,0.398333340883255,0.7113537192344666,0.6833333373069763,0.5530335903167725,0.43166667222976685,0.4354909658432007,1.0,0.12460733205080032,-0.022264393456618885,0.5990675917299139,0.688472649460814,1.12168858360809,0.015843291474538956,0.7457734434627225,0.5012812192789557,1.368588056000243,0.0009764141718996953,-0.17923800466046175,0.6957200361268296,0.0,1.4897876430837143,0.2365096857504156,-0.29235662505741644,1.689340157398988,-0.004838276365426898,-0.0,-0.0
