,TR_LOSS
0,0.31325095891952515
1,0.219182088971138
2,0.1541326344013214
3,0.12039553374052048
4,0.10468602925539017
5,0.100410096347332
6,0.08889537304639816
7,0.08348390460014343
8,0.0742202177643776
9,0.07052875310182571
10,0.06479266285896301
11,0.059967752546072006
12,0.057241495698690414
13,0.054603416472673416
14,0.049008067697286606
15,0.04814789071679115
16,0.044944312423467636
17,0.042792778462171555
18,0.03989793360233307
19,0.03821555897593498
20,0.03917829319834709
21,0.03647742420434952
22,0.036074161529541016
23,0.035561684519052505
24,0.0331321619451046
25,0.03289780020713806
26,0.033166758716106415
27,0.03138783574104309
28,0.0306718572974205
29,0.030372625216841698
30,0.02950456365942955
31,0.02912296913564205
32,0.02958730235695839
33,0.028659723699092865
34,0.0282953679561615
35,0.027094515040516853
36,0.02671309933066368
37,0.027055418118834496
38,0.025565173476934433
39,0.025881944224238396
40,0.024798769503831863
41,0.024314671754837036
42,0.023935656994581223
43,0.025062717497348785
44,0.023700358346104622
45,0.02428484708070755
46,0.02306206524372101
47,0.023424070328474045
48,0.023957403376698494
49,0.021727200597524643
50,0.022188834846019745
51,0.022025030106306076
52,0.022073941305279732
53,0.02115217037498951
54,0.020750757306814194
55,0.02140355482697487
56,0.02002171240746975
57,0.020302800461649895
58,0.02139470912516117
59,0.020791642367839813
60,0.0197464507073164
61,0.01956879161298275
62,0.01921400986611843
63,0.019485315307974815
64,0.018930919468402863
65,0.018805501982569695
66,0.01894179917871952
67,0.018885571509599686
68,0.01823345385491848
69,0.018267380073666573
70,0.017769653350114822
71,0.01767566055059433
72,0.017672067508101463
73,0.017796402797102928
74,0.0173408892005682
75,0.017663687467575073
76,0.016465555876493454
77,0.017171712592244148
78,0.018226107582449913
79,0.016378190368413925
80,0.01753743179142475
81,0.015597639605402946
82,0.01610747165977955
83,0.016477171331644058
84,0.01589076966047287
85,0.015910198912024498
86,0.015578079037368298
87,0.015690676867961884
88,0.015185035765171051
89,0.015990199521183968
90,0.015438607893884182
91,0.015539403073489666
92,0.015326009131968021
93,0.01579648070037365
94,0.015385867096483707
95,0.014017480425536633
96,0.014291467145085335
97,0.015127678401768208
98,0.016078364104032516
99,0.015070312656462193
100,0.015175802633166313
101,0.01475684903562069
102,0.013996006920933723
103,0.014584404416382313
104,0.014677745290100574
105,0.014009111560881138
106,0.014192162081599236
107,0.014416909776628017
108,0.014265277422964573
109,0.014410248957574368
110,0.014526257291436195
111,0.013851496390998363
112,0.012866529636085033
113,0.014184289611876011
114,0.012629281729459763
115,0.01397622749209404
116,0.014249690808355808
117,0.012750258669257164
118,0.013672043569386005
119,0.014001785777509212
120,0.013444092124700546
121,0.013267088681459427
122,0.012744595296680927
123,0.01340311486274004
124,0.012553327716886997
125,0.013112722896039486
126,0.014133389107882977
127,0.012769612483680248
128,0.012865380384027958
129,0.012725716456770897
130,0.012767534703016281
131,0.012405508197844028
132,0.012752458453178406
133,0.012640388682484627
134,0.011722460389137268
135,0.013201022520661354
136,0.012531831860542297
137,0.012512891553342342
138,0.012876493856310844
139,0.013258707709610462
140,0.012377705425024033
141,0.011879565194249153
142,0.013083117082715034
143,0.0115110594779253
144,0.012625196948647499
145,0.01227546576410532
146,0.011356595903635025
147,0.012276530265808105
148,0.011480633169412613
149,0.012374511919915676
150,0.011423921212553978
151,0.011366372928023338
152,0.01124904677271843
153,0.011762534268200397
154,0.011445589363574982
155,0.011397117748856544
156,0.011225973255932331
157,0.01173748355358839
158,0.012372611090540886
159,0.011625774204730988
160,0.011700034141540527
161,0.012164806947112083
162,0.010739699006080627
163,0.0110741863027215
164,0.01132033858448267
165,0.011772045865654945
166,0.011105567216873169
167,0.01131301000714302
168,0.010710618458688259
169,0.01137731596827507
170,0.010715853422880173
171,0.010810242034494877
172,0.011818692088127136
173,0.010913725942373276
174,0.010558601468801498
175,0.011154376901686192
176,0.010383629240095615
177,0.010561677627265453
178,0.011032846756279469
179,0.010487249121069908
180,0.01031335350126028
181,0.01086294837296009
182,0.010545838624238968
183,0.011241183616220951
184,0.011289735324680805
185,0.01056703645735979
186,0.010366501286625862
187,0.011514982208609581
188,0.01065166387706995
189,0.011026071384549141
190,0.009858554229140282
191,0.01023106463253498
192,0.010036714375019073
193,0.010337034240365028
194,0.01020134799182415
195,0.010363031178712845
196,0.010511725209653378
197,0.010067013092339039
198,0.010849216021597385
199,0.01069543045014143
