,TR_LOSS
0,0.14887255430221558
1,0.08760804682970047
2,0.06836073845624924
3,0.05295916274189949
4,0.04896131530404091
5,0.044552046805620193
6,0.03870170935988426
7,0.03502466529607773
8,0.03375307843089104
9,0.032218147069215775
10,0.027687380090355873
11,0.027496736496686935
12,0.026645725592970848
13,0.02473006770014763
14,0.02473261021077633
15,0.022833524271845818
16,0.023334596306085587
17,0.02097247540950775
18,0.02106727473437786
19,0.020261267200112343
20,0.01929318904876709
21,0.018848614767193794
22,0.019486108794808388
23,0.01767246425151825
24,0.01725388877093792
25,0.017085455358028412
26,0.017417682334780693
27,0.01568877510726452
28,0.015458142384886742
29,0.014930340461432934
30,0.014929760247468948
31,0.014482526108622551
32,0.015249581076204777
33,0.013927352614700794
34,0.014436536468565464
35,0.013747325167059898
36,0.014511496759951115
37,0.012762094847857952
38,0.012731743045151234
39,0.012661349028348923
40,0.013975859619677067
41,0.012660120613873005
42,0.013216465711593628
43,0.012546678073704243
44,0.011563430540263653
45,0.012145805172622204
46,0.011751468293368816
47,0.011095977388322353
48,0.011121245101094246
49,0.010035775601863861
50,0.01125479955226183
51,0.010255470871925354
52,0.011641830205917358
53,0.010883832350373268
54,0.009718014858663082
55,0.009930981323122978
56,0.010035437531769276
57,0.009571660310029984
58,0.010102014057338238
59,0.01035758201032877
60,0.009557953104376793
61,0.010163038969039917
62,0.009263820946216583
63,0.008627001196146011
64,0.009179458022117615
65,0.008424961939454079
66,0.009103935211896896
67,0.009092758409678936
68,0.00871015340089798
69,0.00852068793028593
70,0.008262856863439083
71,0.008584952913224697
72,0.008447464555501938
73,0.008083206601440907
74,0.008136759512126446
75,0.007772871293127537
76,0.007506625261157751
77,0.007990313693881035
78,0.00726890005171299
79,0.007629449479281902
80,0.007893942296504974
81,0.007054249756038189
82,0.007551124319434166
83,0.007661076262593269
84,0.0070200334303081036
85,0.007487262133508921
86,0.00710264639928937
87,0.007223517168313265
88,0.007120918016880751
89,0.006835998501628637
90,0.006677472032606602
91,0.007268260698765516
92,0.007322496268898249
93,0.0067464751191437244
94,0.007186283357441425
95,0.006958811078220606
96,0.006693828385323286
97,0.006387564353644848
98,0.005766179878264666
99,0.006553911603987217
100,0.006831986363977194
101,0.006254790350794792
102,0.006210850551724434
103,0.005915571004152298
104,0.006243604235351086
105,0.00645731296390295
106,0.00630869809538126
107,0.005723509006202221
108,0.006544149946421385
109,0.006054424215108156
110,0.006107556167989969
111,0.006158172618597746
112,0.00628065736964345
113,0.006326105445623398
114,0.005573126953095198
115,0.005593986250460148
116,0.005039554554969072
117,0.005610886961221695
118,0.006057565100491047
119,0.006440083961933851
120,0.006203371100127697
121,0.00575267244130373
122,0.005813139025121927
123,0.005623302888125181
124,0.005690492689609528
125,0.005523153580725193
126,0.005485337693244219
127,0.005782152060419321
128,0.005722027271986008
129,0.005322271026670933
130,0.005712992046028376
131,0.005462524946779013
132,0.005411886610090733
133,0.005238023586571217
134,0.005094052758067846
135,0.005435064900666475
136,0.0054047671146690845
137,0.005712044425308704
138,0.004828703124076128
139,0.004941012244671583
140,0.004788615275174379
141,0.005113827530294657
142,0.005760157480835915
143,0.004926229827105999
144,0.005238181445747614
145,0.004940705839544535
146,0.005288763903081417
147,0.004637367092072964
148,0.005174215883016586
149,0.004941435996443033
150,0.005112705752253532
151,0.004970618523657322
152,0.004594533704221249
153,0.0045499037951231
154,0.004718064330518246
155,0.00480668805539608
156,0.004798671696335077
157,0.0050452761352062225
158,0.004611386451870203
159,0.00435305293649435
160,0.004998954012989998
161,0.004671318922191858
162,0.004625932779163122
163,0.004427813924849033
164,0.00500532565638423
165,0.004656582605093718
166,0.004495488479733467
167,0.004812390077859163
168,0.004355572164058685
169,0.004477981943637133
170,0.004089321941137314
171,0.004228322766721249
172,0.0041800751350820065
173,0.004038411192595959
174,0.004243779927492142
175,0.004343185108155012
176,0.0041441242210567
177,0.003995342645794153
178,0.004422283731400967
179,0.004569356329739094
180,0.004083253443241119
181,0.004132246598601341
182,0.004057346377521753
183,0.004199748393148184
184,0.0046469406224787235
185,0.004626529291272163
186,0.004000481218099594
187,0.0042009190656244755
188,0.004231602884829044
189,0.004182459786534309
190,0.004385840147733688
191,0.004088224843144417
192,0.003992087673395872
193,0.004223066847771406
194,0.004019884392619133
195,0.004354999866336584
196,0.0039377398788928986
197,0.0038569136522710323
198,0.0038122818805277348
199,0.004241188056766987
