J0,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,ThetaXHG,ThetaYHG,ThetaZHG
0.043252361618724054,0.6372657212295717,0.672122510983142,1.098455683849717,-0.008300483522224839,0.7823234296947733,0.5118265840552682,1.3322757694582432,0.0014035316944537933,0.03867560686951156,0.7329050949742133,0.2378790530535346,1.4652128878699824,0.2161365782581212,-0.2934589711374567,1.672684168388287,-0.00042329974538957447,0.0,0.0
0.043262301713295516,0.6372698917913191,0.6721273380112724,1.0984584278854386,-0.008290752754044577,0.7823187134556722,0.5118221471636952,1.3322733228355008,0.0014035316944537933,0.03867560686951156,0.7329050949742133,0.2378790530535346,1.4652173300954001,0.21613772194955966,-0.29345979352776674,1.6726849054725004,-0.00039218594491617403,-0.0,-0.0
0.043303840842198474,0.6372873212405452,0.6721475089921639,1.0984698939389332,-0.008250088347490171,0.7822990052730173,0.5118036047347576,1.3322630972952558,0.0014035316944537933,0.03867560686951156,0.7329050949742133,0.2378790530535346,1.4652358939514258,0.21614250137445182,-0.2934632302172184,1.6726879854318617,-0.0018953042614574924,-0.0,-0.0
0.04337291685649005,0.637316311124218,0.6721810452539179,1.0984889531758886,-0.008182466632769303,0.7822662373318003,0.5117727640507835,1.3322460845264286,0.0014035316944537933,0.03867560686951156,0.7329050949742133,0.2378790530535346,1.4652667642712682,0.21615044914132517,-0.29346894488655556,1.6726931052187977,-0.004042464199655153,-0.0,-0.0
0.0435250617828527,0.6373801861589592,0.6722548880341233,1.0985309038552178,-0.008033523848787505,0.7821940821708964,0.5117048124553509,1.3322085812755706,0.0014035316944537933,0.03867560686951156,0.7329050949742133,0.2378790530535346,1.465334759182302,0.21616795464648048,-0.293481530940807,1.6727043748817214,-0.006259657279800443,-0.0,-0.0
0.043812145685719575,0.6375008070501033,0.672394126076366,1.0986099418947137,-0.0077524777063608516,0.7820580091495369,0.5115764992878605,1.3321376854935454,0.0014035316944537933,0.03867560686951156,0.7329050949742133,0.2378790530535346,1.465463062819367,0.21620098586017172,-0.29350527588329484,1.67272561047658,-0.011758629855012226,-0.0,-0.0
0.04404314553687126,0.6375980070220056,0.672506016079538,1.098673358366649,-0.007526329416375173,0.7819486364858895,0.511473109501636,1.3320804415769962,0.0014035316944537933,0.03867560686951156,0.7329050949742133,0.2378790530535346,1.4655663063797677,0.2162275640017733,-0.2935243762713956,1.6727426531182852,-0.009490790073559097,-0.0,0.0
0.04412269663725145,0.6376315201844768,0.6725445077718063,1.0986951474474465,-0.007448447232926851,0.7819110035819683,0.5114374646198494,1.3320606731423308,0.0014035316944537933,0.03867560686951156,0.7329050949742133,0.2378790530535346,1.4656018625131546,0.21623671686344675,-0.29353095240548005,1.6727485099090464,-0.0032661962381989986,0.0,0.0
0.04438162935353931,0.637740647447466,0.6726697496692703,1.0987660130672023,-0.007194944638235639,0.7817885478748573,0.5113213986688766,1.3319962668217658,0.0014035316944537933,0.03867560686951156,0.7329050949742133,0.2378790530535346,1.465717596563213,0.21626650867316355,-0.2935523554172698,1.6727675595166158,-0.011796429923379925,-0.0,-0.0
0.04464494707659163,0.6378517700363168,0.6727969615824596,1.098837892906859,-0.006937142127498861,0.7816641392400488,0.5112032195180929,1.3319305659012772,0.0014035316944537933,0.03867560686951156,0.7329050949742133,0.2378790530535346,1.4658352957596954,0.21629680483546446,-0.2935741149331557,1.6727868860614863,-0.015443661779748714,-0.0,-0.0
