# CSV-File created with merge-csv.com
# -----------------------------------------------------------

,TEST_LOSS
0,0.018644654910237726
0,0.06485712032233483
0,0.12534723663064853
0,0.11096324302044504
0,0.26063441843382534
0,0.4283825820049276
0,0.3022323319239994
0,0.5428803096581588
0,0.7178778030324936
0,0.40459693674687575
0,0.6842670374102887
0,0.7898709410456615
